,Flow ID, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Packets/s, Flow IAT Max,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd Header Length, Bwd Header Length, Min Packet Length, Packet Length Std, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd,Active Mean, Active Max, Active Min, Inbound
21,"('149.171.126.6', '59.166.0.0', 53, 1390, 17)",17,1.3113021850585938e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,152520.14545454545,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0.0,1.3113021850585938e-05,1.3113021850585938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0
22,"('59.166.0.0', '149.171.126.5', 3231, 80, 6)",6,0.0007579326629638672,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5277.513683548285,0.0007419586181640625,0.0007579326629638672,0.00025264422098795575,0.0003459986373211071,0.0007419586181640625,6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00025264422098795575,0.0007419586181640625,6.9141387939453125e-06,0
23,"('149.171.126.5', '59.166.0.0', 80, 3231, 6)",6,1.0967254638671875e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,182361.04347826086,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0
24,"('59.166.0.6', '149.171.126.4', 2142, 53, 17)",17,1.6927719116210938e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,118149.40845070423,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0
25,"('149.171.126.4', '59.166.0.6', 53, 2142, 17)",17,1.2874603271484375e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,155344.59259259258,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0
26,"('59.166.0.6', '149.171.126.9', 50089, 80, 6)",6,0.0007917881011962891,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5051.856669677808,0.0007781982421875,0.0007917881011962891,0.0002639293670654297,0.0003636467735559718,0.0007781982421875,4.76837158203125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002639293670654297,0.0007781982421875,4.76837158203125e-06,0
27,"('149.171.126.9', '59.166.0.6', 80, 50089, 6)",6,1.3113021850585938e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,152520.14545454545,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0.0,1.3113021850585938e-05,1.3113021850585938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0
28,"('59.166.0.4', '149.171.126.5', 49346, 53, 17)",17,1.7881393432617188e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,111848.10666666667,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0,1.7881393432617188e-05,1.7881393432617188e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0
29,"('149.171.126.5', '59.166.0.4', 53, 49346, 17)",17,1.2874603271484375e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,155344.59259259258,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0
30,"('59.166.0.4', '149.171.126.7', 43054, 80, 6)",6,0.0008242130279541016,4,0,70,66,68.0,2.0,0,0,0.0,0.0,4853.114260919872,0.0008091926574707031,0.0008242130279541016,0.0002747376759847005,0.0003779222692682822,0.0008091926574707031,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002747376759847005,0.0008091926574707031,5.0067901611328125e-06,0
31,"('149.171.126.7', '59.166.0.4', 80, 43054, 6)",6,3.504753112792969e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,57065.360544217685,3.504753112792969e-05,3.504753112792969e-05,3.504753112792969e-05,0.0,3.504753112792969e-05,3.504753112792969e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,3.504753112792969e-05,3.504753112792969e-05,3.504753112792969e-05,0
32,"('59.166.0.1', '149.171.126.5', 48847, 53, 17)",17,1.811981201171875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,110376.42105263157,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0,1.811981201171875e-05,1.811981201171875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0
33,"('149.171.126.5', '59.166.0.1', 53, 48847, 17)",17,1.3113021850585938e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,152520.14545454545,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0.0,1.3113021850585938e-05,1.3113021850585938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0
34,"('59.166.0.1', '149.171.126.5', 42173, 80, 6)",6,0.0007269382476806641,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5502.530665792063,0.0007181167602539062,0.0007269382476806641,0.00024231274922688803,0.00033644459469915405,0.0007181167602539062,3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00024231274922688803,0.0007181167602539062,3.814697265625e-06,0
35,"('149.171.126.5', '59.166.0.1', 80, 42173, 6)",6,5.9604644775390625e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,335544.32,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0.0,5.9604644775390625e-06,5.9604644775390625e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0
36,"('59.166.0.9', '149.171.126.8', 42988, 48017, 6)",6,0.0008471012115478516,4,0,70,66,68.0,2.0,0,0,0.0,0.0,4721.985927385308,0.0008242130279541016,0.0008471012115478516,0.0002823670705159505,0.00038317900085677926,0.0008242130279541016,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002823670705159505,0.0008242130279541016,5.0067901611328125e-06,0
37,"('149.171.126.8', '59.166.0.9', 48017, 42988, 6)",6,1.1205673217773438e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,178481.02127659574,1.1205673217773438e-05,1.1205673217773438e-05,1.1205673217773438e-05,0.0,1.1205673217773438e-05,1.1205673217773438e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.1205673217773438e-05,1.1205673217773438e-05,1.1205673217773438e-05,0
38,"('59.166.0.1', '149.171.126.6', 8989, 111, 17)",17,0.0038089752197265625,4,0,156,156,156.0,0.0,0,0,0.0,0.0,1050.1512268402603,0.003787994384765625,0.0038089752197265625,0.0012696584065755208,0.0017807407895826985,0.003787994384765625,3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,156,0.0,0,0,0,0,156.0,156.0,0.0,0,0,0,0.0012696584065755208,0.003787994384765625,3.814697265625e-06,0
39,"('175.45.176.3', '149.171.126.18', 21223, 32780, 17)",17,2.09808349609375e-05,2,0,378,378,378.0,0.0,0,0,0.0,0.0,95325.09090909091,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0,2.09808349609375e-05,2.09808349609375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,378,0.0,0,0,0,0,378.0,378.0,0.0,0,0,0,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0
40,"('149.171.126.6', '59.166.0.1', 111, 8989, 17)",17,0.0033109188079833984,4,0,94,90,92.0,2.0,0,0,0.0,0.0,1208.1238568445308,0.0032949447631835938,0.0033109188079833984,0.0011036396026611328,0.0015494869862804073,0.0032949447631835938,6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,90,2.0,0,0,0,0,92.0,92.0,0.0,0,0,0,0.0011036396026611328,0.0032949447631835938,6.9141387939453125e-06,0
41,"('59.166.0.1', '149.171.126.6', 10393, 44307, 17)",17,0.0013751983642578125,4,0,162,130,146.0,16.0,0,0,0.0,0.0,2908.6712898751734,0.001363992691040039,0.0013751983642578125,0.0004583994547526042,0.0006403513033112007,0.001363992691040039,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,130,16.0,0,0,0,0,146.0,146.0,0.0,0,0,0,0.0004583994547526042,0.001363992691040039,5.0067901611328125e-06,0
42,"('149.171.126.6', '59.166.0.1', 44307, 10393, 17)",17,0.0006108283996582031,4,0,114,66,90.0,24.0,0,0,0.0,0.0,6548.4839968774395,0.0006010532379150391,0.0006108283996582031,0.00020360946655273438,0.00028104572027841065,0.0006010532379150391,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,24.0,0,0,0,0,90.0,90.0,0.0,0,0,0,0.00020360946655273438,0.0006010532379150391,1.9073486328125e-06,0
43,"('59.166.0.1', '149.171.126.6', 41214, 10211, 6)",6,0.0007112026214599609,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5624.276231981227,0.0006988048553466797,0.0007112026214599609,0.00023706754048665365,0.00032649758646439243,0.0006988048553466797,6.198883056640625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00023706754048665365,0.0006988048553466797,6.198883056640625e-06,0
44,"('149.171.126.6', '59.166.0.1', 10211, 41214, 6)",6,2.86102294921875e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,699050.6666666666,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,2.86102294921875e-06,2.86102294921875e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0
45,"('59.166.0.7', '149.171.126.4', 12660, 53, 17)",17,1.811981201171875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,110376.42105263157,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0,1.811981201171875e-05,1.811981201171875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0
46,"('149.171.126.4', '59.166.0.7', 53, 12660, 17)",17,1.3113021850585938e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,152520.14545454545,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0.0,1.3113021850585938e-05,1.3113021850585938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0
47,"('59.166.0.7', '149.171.126.3', 14584, 80, 6)",6,0.0007550716400146484,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5297.510577833912,0.0007419586181640625,0.0007550716400146484,0.0002516905466715495,0.0003466779037576237,0.0007419586181640625,4.0531158447265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002516905466715495,0.0007419586181640625,4.0531158447265625e-06,0
48,,0,1.0967254638671875e-05,0,2,0,0,0.0,0.0,70,70,70.0,0.0,182361.04347826086,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0,0,0,40,70,0.0,0,2,0,0,70.0,0.0,70.0,0,5792,0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1
49,"('59.166.0.5', '149.171.126.6', 40726, 53, 17)",17,1.7881393432617188e-05,2,0,87,87,87.0,0.0,0,0,0.0,0.0,111848.10666666667,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0,1.7881393432617188e-05,1.7881393432617188e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,87,0.0,0,0,0,0,87.0,87.0,0.0,0,0,0,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0
50,"('149.171.126.6', '59.166.0.5', 53, 40726, 17)",17,1.3113021850585938e-05,2,0,103,103,103.0,0.0,0,0,0.0,0.0,152520.14545454545,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0.0,1.3113021850585938e-05,1.3113021850585938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,103,0.0,0,0,0,0,103.0,103.0,0.0,0,0,0,1.3113021850585938e-05,1.3113021850585938e-05,1.3113021850585938e-05,0
51,"('59.166.0.5', '149.171.126.6', 34290, 25, 6)",6,0.0006899833679199219,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5797.241188666206,0.0006799697875976562,0.0006899833679199219,0.00022999445597330728,0.0003181806083582427,0.0006799697875976562,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00022999445597330728,0.0006799697875976562,5.0067901611328125e-06,0
52,"('149.171.126.6', '59.166.0.5', 25, 34290, 6)",6,5.9604644775390625e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,335544.32,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0.0,5.9604644775390625e-06,5.9604644775390625e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0
53,"('59.166.0.1', '149.171.126.9', 21270, 111, 17)",17,0.004044055938720703,4,0,156,156,156.0,0.0,0,0,0.0,0.0,989.1060016507487,0.004021167755126953,0.004044055938720703,0.0013480186462402344,0.0018902091696615206,0.004021167755126953,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,156,0.0,0,0,0,0,156.0,156.0,0.0,0,0,0,0.0013480186462402344,0.004021167755126953,5.0067901611328125e-06,0
54,"('149.171.126.9', '59.166.0.1', 111, 21270, 17)",17,0.003448009490966797,4,0,94,90,92.0,2.0,0,0,0.0,0.0,1160.0896141612502,0.003426790237426758,0.003448009490966797,0.0011493364969889324,0.001610403480810555,0.003426790237426758,9.059906005859375e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,90,2.0,0,0,0,0,92.0,92.0,0.0,0,0,0,0.0011493364969889324,0.003426790237426758,9.059906005859375e-06,0
